Name,Rating,Rating Count,Address,Verified
"Riddhi Siddhi Refrigeration in Thane West, Mumbai",4.6,88,"Room No 2, 2nd Floor, Lake View, Dr Mose Road, Thane West, Thane - 400602, Jalao Pali",Not Verified
"Avl Telecom in Thane West, Mumbai",3.9,88,"Shop No 2, Sharad Kunj, Thane West, Thane - 400602, Behind Hdfc Bank, Beside Nobel Pharmacy, Off Gadkari Road,Talao Pali",Not Verified
"Mehtas Electrotech in Thane West, Mumbai",4.0,80,"Shop No 6 Prestige Garden, Almeida Road, Thane West, Thane - 400602, Near ICICI Bank, Near Nitin Company  Panchpakhadi",Verified
"Fame The Camera Shopee in Naupada-Thane West, Mumbai",4.0,77,"Naupada-Thane West, Thane - 400602",Not Verified
"Phone Pandit in Panch Pakhadi-Thane West, Mumbai",4.6,71,"Shop No 1, Graound Floor Kojagiri Co Operative Ltd, General Arunkumar Vaidy Marg, Panch Pakhadi-Thane West, Thane - 400602, Opposite Utsav Hotal",Not Verified
"Om Services in Thane West, Mumbai",4.4,70,"Shivchhaya, Opposite Ganesh Niwas, Charai, Thane West, Thane - 400602",Not Verified
"Coolmate Appliance Services in Wagle Industrial Estate-Thane West, Mumbai",4.4,65,"ASHA USHA APT ROOM NO 01 SHANTI NAGAR, WAGHELE INDUSTRIAL ESTATE, Wagle Industrial Estate-Thane West, Thane - 400604, THANE WEST",Not Verified
"The Apple Mobile Repairing & More in Thane West, Mumbai",4.0,64,"Shop No.03, JK Apartment, Edilji Road, Thane West, Thane - 400601, Opposite Reliance Fresh",Not Verified
"Ozone Airconditioning & Consultancy in Thane West, Mumbai",4.5,63,"2nd Floor, Chandrama Society,, Naupada, Near Rajawat Jewellers,, Thane West, Thane - 400602, Talaopali, Thane (W) 400 602",Verified
"Shree Ram Phones in Thane West, Mumbai",3.9,57,"Shop No 2, Nikhil Plaza, Tembhi Naka, Thane West, Thane - 400601, Near Civil Hospital",Not Verified
"Idea Gallery in Thane West, Mumbai",4.2,56,"Shop No 1, Ground Floor, Cosmos Residency, Ghodbunder Road, Thane West, Thane - 400604, Near Vijay Nagar, Waghbil Naka",Not Verified
"Shree Sai Electronics in Savarkar Nagar-Thane West, Mumbai",4.2,51,"Shop No 2/3, Panchratna Apartment, Savarkar Nagar-Thane West, Thane - 400606, Near R.J Thakur College",Not Verified
"Hitesh Mobiles & Electronics in Thane West, Mumbai",4.3,50,"Shop No. 4, Trinity Apartment, Beside Ribbons&balloons Cake, Uthalsar Road,, Thane West, Thane - 400601, Opposite Shankar Mandir,",Not Verified
"Icloud Mobile Sales & Services in Kolshet-Thane West, Mumbai",3.7,44,"Shop No 1, Highland Park, Dhokali Road, Kolshet-Thane West, Thane - 400607, Near TJBS Bank",Not Verified
"Dr Handset in Thane West, Mumbai",5.0,39,"Shop Number 4 Tara Nivas Ghantali Naka, Thane West, Thane - 400602, Opposite Satyam Collection",Not Verified
"Nagrik Beauty Palace in Thane West, Mumbai",4.0,39,"Shop No 3, Abhivadan Building, Station Road, Thane West, Thane - 400601, Opposite C K P Bank",Not Verified
"Shree Mobile Gallery & Online Seva in Thane West, Mumbai",4.3,38,"Shop No 2 Tejas Deep, Khima Galli, Thane West, Thane - 400601, Opp State Bank Of India",Not Verified
"Unique Collection in Lokmanya Nagar-Thane West, Mumbai",4.9,37,"Shop No 8, Swapna Co-Operative Housing Society, Road No 22, Lokmanya Nagar-Thane West, Thane - 400606, Near Abhudaya Bank",Not Verified
"The Mobile NX in Vasant Vihar-Thane West, Mumbai",4.1,37,"Shop No 8, Shiv Shilpa Laghu Udyog, Pokharan Road No 2, Vasant Vihar-Thane West, Thane - 400610, Near Hiranandani Meadows",Verified
"R K Mobile Shop in Thane West, Mumbai",3.5,37,"Shop No 2, Lily Apartment, Agyari Lane, Thane West, Thane - 400601, Near Agyari Lane",Not Verified
"Balaji Services in Vasant Vihar-Thane West, Mumbai",4.6,35,"Shop No 77, Shiv Shilp Laghu Udyog, Vasant Vihar Road, Vasant Vihar-Thane West, Thane - 400610, Opposite Lok Upvan",Not Verified
"O K Televisions Pvt Ltd in Thane West, Mumbai",4.0,35,"Shop No 8, Summer Castle, Thane West, Thane - 400601, Castle Mill Naka",Not Verified
"Jk Electronics Nx in Naupada-Thane West, Mumbai",3.8,35,"Shop No 5 Vijay Mahal, Gokhale Road, Naupada-Thane West, Thane - 400602, Near Ice Factory Bus Stop",Verified
"Ganesh Electronics Sales & Service in Thane West, Mumbai",3.7,35,"Shop No 8, Govardhan Dham Society, Khopat Road , Lbs Marg, Thane West, Thane - 400601, Opposite Aakurti S M C",Not Verified
"Om Tv Repair in Thane West, Mumbai",4.8,34,"313, Paradise Tower, Thane East, Naupada, Thane West, Thane - 400601, Next Mc.Donalds",Not Verified
"I Global Services in Kapurbawdi-Thane West, Mumbai",4.7,34,"GA- 27. Ground Floor. Lake City Mall, Kapurbawdi Circle Road, Kapurbawdi-Thane West, Thane - 400607, Mc Donlad",Not Verified
"Jain Traders Nx in Naupada-thane West, Mumbai",3.8,34,"Shop No 5, Tropical Elite, MG Road, Naupada-thane West, Thane - 400602, Opposite Naupada Police Station",Not Verified
"Vijay Sales Service Centre in Thane West, Mumbai",4.2,32,"Nisarg Building Shop No 5,6,7, Thane West, Thane - 400601, R Mall, Manpada",Not Verified
"Ashapura Mobile Shop in Lokmanya Nagar-Thane West, Mumbai",4.3,30,"Shop No 3, Ramchandra Appartment Lok, Yashodhan Nagar Road, Lokmanya Nagar-Thane West, Thane - 400606, Opposite Devendra Industries",Verified
"Home Care Center in Rabodi-thane West, Mumbai",3.9,30,"Dharmanand Appartment,Shop No 5., Panch Ganga Road., Rabodi-thane West, Thane - 400601, Near Rustomjee Rabodi.",Not Verified
"Kunal Telecom in Manpada-thane West, Mumbai",3.3,30,"Shop No 3,, Church Road, Manpada-thane West, Thane - 400607, Ganesh Nagar ,",Not Verified
